/BL (modelFiles=gpdk045.scs:tt) X,/BL (modelFiles=gpdk045.scs:tt) Y,/BLB (modelFiles=gpdk045.scs:tt) X,/BLB (modelFiles=gpdk045.scs:tt) Y,/Q (modelFiles=gpdk045.scs:tt) X,/Q (modelFiles=gpdk045.scs:tt) Y,/QB (modelFiles=gpdk045.scs:tt) X,/QB (modelFiles=gpdk045.scs:tt) Y,/VDD (modelFiles=gpdk045.scs:tt) X,/VDD (modelFiles=gpdk045.scs:tt) Y,/WL (modelFiles=gpdk045.scs:tt) X,/WL (modelFiles=gpdk045.scs:tt) Y,/V0/PLUS (modelFiles=gpdk045.scs:tt) X,/V0/PLUS (modelFiles=gpdk045.scs:tt) Y
3.999528010121999e-09,0.9528010122585598,3.999528010121999e-09,0.04719898774144016,3.999528010121999e-09,0.1024210176625893,3.999528010121999e-09,0.9216120013140381,3.999528010121999e-09,1,3.999528010121999e-09,1,3.999528010121999e-09,-1.59279772444125e-05
3.999999999999999e-09,1,3.999999999999999e-09,0,3.999999999999999e-09,0.1040460701657226,3.999999999999999e-09,0.8900431064245329,3.999999999999999e-09,1,3.999999999999999e-09,1,3.999999999999999e-09,-1.894592623489802e-05
4.000083416666e-09,1,4.000083416666e-09,0,4.000083416666e-09,0.1044552570608496,4.000083416666e-09,0.8839265058371395,4.000083416666e-09,1,4.000083416666e-09,1,4.000083416666e-09,-1.886285088137502e-05
4.00025025e-09,1,4.00025025e-09,0,4.00025025e-09,0.1054319930491215,4.00025025e-09,0.8717335304126471,4.00025025e-09,1,4.00025025e-09,1,4.00025025e-09,-1.871426769644494e-05
4.000304754351e-09,1,4.000304754351e-09,0,4.000304754351e-09,0.1058130790934859,4.000304754351e-09,0.8677964533757839,4.000304754351e-09,1,4.000304754351e-09,1,4.000304754351e-09,-1.887864519955808e-05
4.000413763053e-09,1,4.000413763053e-09,0,4.000413763053e-09,0.1066603497616848,4.000413763053e-09,0.8599897480533104,4.000413763053e-09,1,4.000413763053e-09,1,4.000413763053e-09,-1.875771806251319e-05
4.000468267405e-09,1,4.000468267405e-09,0,4.000468267405e-09,0.1071257023174844,4.000468267405e-09,0.8561212034138634,4.000468267405e-09,1,4.000468267405e-09,1,4.000468267405e-09,-1.890817854221412e-05
4.000577276106999e-09,1,4.000577276106999e-09,0,4.000577276106999e-09,0.1081353359436905,4.000577276106999e-09,0.8484518860881328,4.000577276106999e-09,1,4.000577276106999e-09,1,4.000577276106999e-09,-1.881034786004811e-05
4.000795293513e-09,1,4.000795293513e-09,0,4.000795293513e-09,0.1104518479237539,4.000795293513e-09,0.8333780481334213,4.000795293513e-09,1,4.000795293513e-09,1,4.000795293513e-09,-1.898491452759312e-05
4.001231328323e-09,1,4.001231328323e-09,0,4.001231328323e-09,0.1161417255445372,4.001231328323e-09,0.8041926728876215,4.001231328323e-09,1,4.001231328323e-09,1,4.001231328323e-09,-1.890692859952357e-05
4.002103397943999e-09,1,4.002103397943999e-09,0,4.002103397943999e-09,0.1309120408153813,4.002103397943999e-09,0.7487108954136126,4.002103397943999e-09,1,4.002103397943999e-09,1,4.002103397943999e-09,-1.871435546682422e-05
4.003737458414e-09,1,4.003737458414e-09,0,4.003737458414e-09,0.1654073188428123,4.003737458414e-09,0.6496129681454101,4.003737458414e-09,1,4.003737458414e-09,1,4.003737458414e-09,-1.730996132646692e-05
4.005481994705999e-09,1,4.005481994705999e-09,0,4.005481994705999e-09,0.2025098290362015,4.005481994705999e-09,0.5448231939443602,4.005481994705999e-09,1,4.005481994705999e-09,1,4.005481994705999e-09,-1.680369463196163e-05
4.007336850512e-09,1,4.007336850512e-09,0,4.007336850512e-09,0.236047209116444,4.007336850512e-09,0.433863927043063,4.007336850512e-09,1,4.007336850512e-09,1,4.007336850512e-09,-1.758232994691452e-05
4.009727236361999e-09,1,4.009727236361999e-09,0,4.009727236361999e-09,0.2811036624754256,4.009727236361999e-09,0.3013751737022497,4.009727236361999e-09,1,4.009727236361999e-09,1,4.009727236361999e-09,-2.052293200213757e-05
4.012117661310999e-09,1,4.012117661310999e-09,0,4.012117661310999e-09,0.3447225747377711,4.012117661310999e-09,0.1912236872453346,4.012117661310999e-09,1,4.012117661310999e-09,1,4.012117661310999e-09,-2.183634237601162e-05
